PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,flag_invalid_date_order,flag_delivered_no_date,flag_nondelivered_has_date,Lead_Time_Days,Order_Value,Savings_Amount,Savings_Rate_%,Defect_Rate_%,Category_Lead_Time_Benchmark,Is_On_Time
PO-00145,Epsilon_Group,2023-09-03,2023-09-19,Office Supplies,Delivered,1748,66.53,57.11,,Yes,False,False,False,16.0,99828.28,16466.160000000003,14.16,,10.0,0.0
PO-00146,Gamma_Co,2023-04-25,,Electronics,Pending,468,95.57,91.8,24.0,Yes,False,False,False,,42962.4,1764.359999999998,3.94,5.13,11.0,
PO-00147,Beta_Supplies,2023-06-26,2023-07-14,Raw Materials,Delivered,338,50.25,46.28,49.0,No,False,False,False,18.0,15642.640000000001,1341.8599999999997,7.9,14.5,10.0,0.0
PO-00148,Gamma_Co,2022-09-15,2022-09-22,Office Supplies,Delivered,428,22.94,21.52,26.0,Yes,False,False,False,7.0,9210.56,607.7600000000007,6.19,6.07,10.0,1.0
PO-00149,Beta_Supplies,2023-07-21,,Packaging,Delivered,1846,13.72,12.62,216.0,Yes,False,True,False,,23296.519999999997,2030.6000000000026,8.02,11.7,11.0,
PO-00150,Epsilon_Group,2022-01-12,2022-01-17,Office Supplies,Delivered,1563,77.96,70.8,41.0,Yes,False,False,False,5.0,110660.4,11191.079999999994,9.18,2.62,10.0,1.0
PO-00151,Beta_Supplies,2023-11-28,2023-12-07,Office Supplies,Delivered,280,73.07,69.29,30.0,Yes,False,False,False,9.0,19401.2,1058.3999999999965,5.17,10.71,10.0,1.0
PO-00152,Delta_Logistics,2022-04-28,2022-05-12,Raw Materials,Delivered,1067,74.47,64.16,,No,False,False,False,14.0,68458.72,11000.770000000002,13.84,,10.0,0.0
PO-00153,Gamma_Co,2023-11-30,2023-12-17,Electronics,Pending,90,32.38,29.96,7.0,Yes,False,False,True,17.0,2696.4,217.80000000000015,7.47,7.78,11.0,0.0
PO-00154,Gamma_Co,2023-07-04,2023-07-05,Raw Materials,Delivered,1101,24.28,22.73,59.0,No,False,False,False,1.0,25025.73,1706.5500000000009,6.38,5.36,10.0,1.0
PO-00155,Alpha_Inc,2022-10-01,2022-10-11,Raw Materials,Delivered,184,11.82,10.51,4.0,Yes,False,False,False,10.0,1933.84,241.04000000000008,11.08,2.17,10.0,1.0
PO-00156,Epsilon_Group,2023-10-19,2023-11-07,Electronics,Delivered,250,45.92,41.02,3.0,Yes,False,False,False,19.0,10255.0,1224.9999999999995,10.67,1.2,11.0,0.0
PO-00157,Epsilon_Group,2022-12-15,,Packaging,Cancelled,1913,66.56,61.34,61.0,Yes,False,False,False,,117343.42000000001,9985.859999999997,7.84,3.19,11.0,
PO-00158,Beta_Supplies,2022-04-25,2022-04-30,Electronics,Delivered,829,45.98,40.39,,Yes,False,False,False,5.0,33483.31,4634.109999999997,12.16,,11.0,1.0
PO-00159,Delta_Logistics,2022-10-28,2022-11-13,Raw Materials,Delivered,979,51.59,49.69,148.0,Yes,False,False,False,16.0,48646.509999999995,1860.1000000000056,3.68,15.12,10.0,0.0
PO-00160,Epsilon_Group,2023-03-22,2023-04-09,Electronics,Partially Delivered,1106,97.77,90.45,31.0,Yes,False,False,True,18.0,100037.7,8095.919999999993,7.49,2.8,11.0,0.0
PO-00161,Delta_Logistics,2022-06-11,2022-06-24,Office Supplies,Pending,1121,42.38,38.34,152.0,Yes,False,False,True,13.0,42979.14000000001,4528.839999999999,9.53,13.56,10.0,0.0
PO-00162,Alpha_Inc,2023-04-10,2023-04-21,Office Supplies,Delivered,552,60.48,56.78,10.0,Yes,False,False,False,11.0,31342.56,2042.3999999999976,6.12,1.81,10.0,0.0
PO-00163,Gamma_Co,2022-01-04,2022-01-12,Packaging,Delivered,456,80.53,77.86,26.0,Yes,False,False,False,8.0,35504.159999999996,1217.520000000001,3.32,5.7,11.0,1.0
PO-00164,Delta_Logistics,2022-09-27,2022-10-05,Packaging,Delivered,1647,47.52,44.92,,Yes,False,False,False,8.0,73983.24,4282.200000000003,5.47,,11.0,1.0
PO-00165,Epsilon_Group,2023-05-28,2023-06-11,Electronics,Pending,1801,71.27,61.24,43.0,Yes,False,False,True,14.0,110293.24,18064.029999999988,14.07,2.39,11.0,0.0
PO-00166,Gamma_Co,2022-07-02,2022-07-18,Electronics,Delivered,854,90.24,85.53,,Yes,False,False,False,16.0,73042.62,4022.3399999999947,5.22,,11.0,0.0
PO-00167,Delta_Logistics,2023-06-04,2023-06-17,Electronics,Delivered,148,103.57,98.62,23.0,No,False,False,False,13.0,14595.76,732.5999999999983,4.78,15.54,11.0,0.0
PO-00168,Delta_Logistics,2022-04-19,2022-04-24,MRO,Delivered,733,23.59,22.85,92.0,Yes,False,False,False,5.0,16749.05,542.4199999999988,3.14,12.55,12.0,1.0
PO-00169,Beta_Supplies,2023-10-03,2023-10-05,Raw Materials,Delivered,1945,103.2,88.56,,Yes,False,False,False,2.0,172249.2,28474.800000000003,14.19,,10.0,1.0
PO-00170,Gamma_Co,2022-11-02,2022-11-21,Raw Materials,Delivered,775,57.0,49.14,48.0,Yes,False,False,False,19.0,38083.5,6091.5,13.79,6.19,10.0,0.0
PO-00171,Delta_Logistics,2023-10-17,2023-10-21,Packaging,Delivered,1620,36.73,33.45,235.0,No,False,False,False,4.0,54189.00000000001,5313.59999999999,8.93,14.51,11.0,1.0
PO-00172,Beta_Supplies,2023-06-04,2023-06-19,Office Supplies,Delivered,1010,55.68,50.86,,Yes,False,False,False,15.0,51368.6,4868.200000000001,8.66,,10.0,0.0
PO-00173,Epsilon_Group,2023-09-16,2023-10-01,Office Supplies,Delivered,1812,108.02,101.02,51.0,Yes,False,False,False,15.0,183048.24,12684.0,6.48,2.81,10.0,0.0
PO-00174,Delta_Logistics,2022-07-23,2022-07-28,Office Supplies,Delivered,662,55.97,50.0,100.0,Yes,False,False,False,5.0,33100.0,3952.1399999999994,10.67,15.11,10.0,1.0
PO-00175,Beta_Supplies,2022-06-06,2022-06-11,Office Supplies,Pending,1535,40.58,38.71,165.0,Yes,False,False,True,5.0,59419.85,2870.449999999996,4.61,10.75,10.0,1.0
PO-00176,Beta_Supplies,2023-01-18,2023-01-27,Raw Materials,Delivered,692,71.03,67.74,70.0,Yes,False,False,False,9.0,46876.079999999994,2276.6800000000044,4.63,10.12,10.0,1.0
PO-00177,Gamma_Co,2022-06-15,2022-06-28,MRO,Delivered,1842,32.4,28.08,96.0,Yes,False,False,False,13.0,51723.35999999999,7957.4400000000005,13.33,5.21,12.0,0.0
PO-00178,Beta_Supplies,2023-07-07,2023-07-18,Office Supplies,Cancelled,1078,18.34,17.41,102.0,Yes,False,False,True,11.0,18767.98,1002.5399999999997,5.07,9.46,10.0,0.0
PO-00179,Delta_Logistics,2023-06-28,2023-07-16,Packaging,Delivered,1291,23.44,22.23,,Yes,False,False,False,18.0,28698.93,1562.110000000001,5.16,,11.0,0.0
PO-00180,Alpha_Inc,2022-01-01,2022-01-12,Electronics,Delivered,552,21.52,18.79,13.0,Yes,False,False,False,11.0,10372.08,1506.9600000000003,12.69,2.36,11.0,1.0
PO-00181,Epsilon_Group,2023-09-06,2023-09-22,Electronics,Delivered,816,26.04,25.61,28.0,Yes,False,False,False,16.0,20897.76,350.87999999999977,1.65,3.43,11.0,0.0
PO-00182,Delta_Logistics,2022-11-28,2022-11-30,Packaging,Delivered,447,23.62,21.81,50.0,Yes,False,False,False,2.0,9749.07,809.0700000000011,7.66,11.19,11.0,1.0
PO-00183,Delta_Logistics,2023-05-16,2023-05-24,Packaging,Partially Delivered,920,73.09,70.14,,Yes,False,False,True,8.0,64528.8,2714.0000000000027,4.04,,11.0,1.0
PO-00184,Epsilon_Group,2022-01-20,2022-01-30,Packaging,Partially Delivered,844,26.37,25.08,38.0,Yes,False,False,True,10.0,21167.519999999997,1088.7600000000023,4.89,4.5,11.0,1.0
PO-00185,Epsilon_Group,2022-04-25,,MRO,Delivered,442,41.73,36.45,15.0,Yes,False,True,False,,16110.900000000001,2333.7599999999975,12.65,3.39,12.0,
PO-00186,Beta_Supplies,2023-01-07,2023-01-21,Electronics,Cancelled,256,96.15,83.44,26.0,Yes,False,False,True,14.0,21360.64,3253.760000000002,13.22,10.16,11.0,0.0
PO-00187,Delta_Logistics,2022-11-11,,MRO,Partially Delivered,1088,55.29,53.04,161.0,No,False,False,False,,57707.52,2448.0,4.07,14.8,12.0,
PO-00188,Beta_Supplies,2022-09-03,2022-09-07,Office Supplies,Delivered,1931,72.88,64.69,187.0,Yes,False,False,False,4.0,124916.39,15814.889999999996,11.24,9.68,10.0,1.0
PO-00189,Gamma_Co,2022-03-01,2022-03-11,Electronics,Delivered,1627,25.76,25.09,74.0,Yes,False,False,False,10.0,40821.43,1090.0900000000029,2.6,4.55,11.0,1.0
PO-00190,Beta_Supplies,2022-09-04,,Packaging,Delivered,941,28.4,27.21,,No,False,True,False,,25604.61,1119.789999999998,4.19,,11.0,
PO-00191,Gamma_Co,2023-08-04,2023-08-06,MRO,Delivered,1534,14.98,12.79,,Yes,False,False,False,2.0,19619.859999999997,3359.460000000002,14.62,,12.0,1.0
PO-00192,Alpha_Inc,2022-03-22,2022-04-03,Raw Materials,Delivered,1764,25.46,24.52,46.0,Yes,False,False,False,12.0,43253.28,1658.1600000000024,3.69,2.61,10.0,0.0
PO-00193,Delta_Logistics,2022-03-29,2022-04-06,Electronics,Delivered,1648,35.42,31.46,,No,False,False,False,8.0,51846.08,6526.080000000002,11.18,,11.0,1.0
PO-00194,Gamma_Co,2023-05-13,2023-06-01,Packaging,Delivered,913,28.01,24.06,53.0,Yes,False,False,False,19.0,21966.78,3606.3500000000026,14.1,5.81,11.0,0.0
PO-00195,Alpha_Inc,2022-03-12,2022-03-18,Packaging,Cancelled,792,18.16,17.25,17.0,Yes,False,False,True,6.0,13662.0,720.7200000000001,5.01,2.15,11.0,1.0
PO-00196,Epsilon_Group,2023-06-30,2023-07-03,Office Supplies,Partially Delivered,1314,22.63,21.06,44.0,Yes,False,False,True,3.0,27672.839999999997,2062.9800000000005,6.94,3.35,10.0,1.0
PO-00197,Beta_Supplies,2022-05-09,2022-05-22,MRO,Delivered,613,52.5,45.19,70.0,Yes,False,False,False,13.0,27701.469999999998,4481.030000000002,13.92,11.42,12.0,0.0
PO-00198,Alpha_Inc,2022-05-12,2022-05-20,Office Supplies,Delivered,1070,29.14,26.63,24.0,Yes,False,False,False,8.0,28494.1,2685.7000000000016,8.61,2.24,10.0,1.0
PO-00199,Gamma_Co,2023-11-07,2023-11-26,Raw Materials,Partially Delivered,145,47.49,42.76,6.0,Yes,False,False,True,19.0,6200.2,685.8500000000006,9.96,4.14,10.0,0.0
PO-00200,Delta_Logistics,2023-05-02,2023-05-17,Raw Materials,Delivered,1973,59.73,54.95,291.0,Yes,False,False,False,15.0,108416.35,9430.939999999988,8.0,14.75,10.0,0.0
PO-00201,Epsilon_Group,2023-07-17,2023-08-01,Office Supplies,Delivered,1807,78.63,73.08,100.0,Yes,False,False,False,15.0,132055.56,10028.849999999995,7.06,5.53,10.0,0.0
PO-00202,Epsilon_Group,2022-06-19,2022-06-20,Electronics,Delivered,534,13.88,12.51,100.0,Yes,False,False,False,1.0,6680.34,731.5800000000005,9.87,18.73,11.0,1.0
PO-00203,Alpha_Inc,2022-09-29,2022-10-14,Electronics,Delivered,1480,85.22,75.48,100.0,Yes,False,False,False,15.0,111710.40000000001,14415.199999999992,11.43,6.76,11.0,0.0
PO-00204,Alpha_Inc,2023-06-25,,Office Supplies,Delivered,280,72.16,62.38,100.0,Yes,False,True,False,,17466.4,2738.3999999999983,13.55,35.71,10.0,
PO-00205,Beta_Supplies,2023-09-14,2023-09-20,Office Supplies,Cancelled,798,19.09,17.76,100.0,Yes,False,False,True,6.0,14172.480000000001,1061.3399999999986,6.97,12.53,10.0,1.0
PO-00206,Epsilon_Group,2023-03-10,2023-03-22,Electronics,Delivered,1728,94.83,90.2,100.0,Yes,False,False,False,12.0,155865.6,8000.639999999992,4.88,5.79,11.0,0.0
PO-00207,Epsilon_Group,2022-08-05,,MRO,Delivered,1244,96.13,84.78,43.0,Yes,False,True,False,,105466.32,14119.399999999992,11.81,3.46,12.0,
PO-00208,Beta_Supplies,2023-07-07,2023-07-21,Office Supplies,Delivered,590,16.89,15.56,46.0,No,False,False,False,14.0,9180.4,784.7,7.87,7.8,10.0,0.0
PO-00209,Delta_Logistics,2023-12-08,2023-12-23,Packaging,Delivered,1109,38.93,33.33,152.0,Yes,False,False,False,15.0,36962.97,6210.4000000000015,14.38,13.71,11.0,0.0
PO-00210,Beta_Supplies,2022-07-25,2022-08-01,MRO,Delivered,574,85.03,82.55,54.0,Yes,False,False,False,7.0,47383.7,1423.5200000000023,2.92,9.41,12.0,1.0
PO-00211,Gamma_Co,2024-01-01,,Office Supplies,Delivered,1233,86.62,76.59,65.0,Yes,False,True,False,,94435.47,12366.990000000002,11.58,5.27,10.0,
PO-00212,Gamma_Co,2022-11-16,2022-11-20,Packaging,Delivered,1912,27.94,25.59,83.0,No,False,False,False,4.0,48928.08,4493.200000000003,8.41,4.34,11.0,1.0
PO-00213,Alpha_Inc,2023-02-13,2023-03-04,Packaging,Delivered,1772,30.72,27.76,46.0,No,False,False,False,19.0,49190.72,5245.119999999995,9.64,2.6,11.0,0.0
PO-00214,Beta_Supplies,2023-11-19,2023-11-29,Office Supplies,Delivered,1316,48.11,41.9,135.0,Yes,False,False,False,10.0,55140.4,8172.3600000000015,12.91,10.26,10.0,1.0
PO-00215,Beta_Supplies,2023-10-28,,Office Supplies,Delivered,1159,59.24,58.08,,Yes,False,True,False,,67314.72,1344.4400000000044,1.96,,10.0,
PO-00216,Alpha_Inc,2023-01-18,2023-01-31,Office Supplies,Delivered,1869,69.58,67.5,31.0,Yes,False,False,False,13.0,126157.5,3887.519999999997,2.99,1.66,10.0,0.0
PO-00217,Delta_Logistics,2023-03-25,2023-04-13,Packaging,Delivered,627,46.23,42.87,,Yes,False,False,False,19.0,26879.489999999998,2106.72,7.27,,11.0,0.0
PO-00218,Beta_Supplies,2023-06-14,2023-06-16,Raw Materials,Pending,731,56.02,54.78,70.0,No,False,False,True,2.0,40044.18,906.4400000000014,2.21,9.58,10.0,1.0
PO-00219,Epsilon_Group,2023-04-08,,Office Supplies,Cancelled,606,83.07,79.22,16.0,Yes,False,False,False,,48007.32,2333.0999999999967,4.63,2.64,10.0,
PO-00220,Beta_Supplies,2022-05-04,2022-05-14,Office Supplies,Delivered,1647,13.57,12.33,157.0,Yes,False,False,False,10.0,20307.51,2042.2800000000004,9.14,9.53,10.0,1.0
PO-00221,Delta_Logistics,2022-09-11,2022-09-19,MRO,Delivered,1062,34.03,30.46,,Yes,False,False,False,8.0,32348.52,3791.34,10.49,,12.0,1.0
PO-00222,Beta_Supplies,2022-08-19,2022-08-31,Office Supplies,Delivered,695,76.8,69.76,,No,False,False,False,12.0,48483.200000000004,4892.799999999995,9.17,,10.0,0.0
PO-00223,Epsilon_Group,2022-03-07,2022-03-14,MRO,Delivered,845,91.47,86.97,,Yes,False,False,False,7.0,73489.65,3802.5,4.92,,12.0,1.0
PO-00224,Gamma_Co,2022-12-13,2022-12-18,MRO,Delivered,1101,59.13,52.51,54.0,Yes,False,False,False,5.0,57813.509999999995,7288.620000000005,11.2,4.9,12.0,1.0
PO-00225,Gamma_Co,2022-01-22,2022-01-24,Raw Materials,Delivered,1693,57.89,49.84,88.0,Yes,False,False,False,2.0,84379.12000000001,13628.649999999996,13.91,5.2,10.0,1.0
PO-00226,Delta_Logistics,2023-08-26,2023-09-10,Office Supplies,Cancelled,1629,21.51,19.41,250.0,No,False,False,True,15.0,31618.89,3420.9000000000024,9.76,15.35,10.0,0.0
PO-00227,Delta_Logistics,2023-07-22,2023-08-03,Raw Materials,Delivered,1413,54.79,50.42,,Yes,False,False,False,12.0,71243.46,6174.809999999997,7.98,,10.0,0.0
PO-00228,Epsilon_Group,2022-08-24,2022-08-27,Packaging,Delivered,1871,59.96,58.54,47.0,Yes,False,False,False,3.0,109528.34,2656.8200000000033,2.37,2.51,11.0,1.0
PO-00229,Gamma_Co,2023-08-26,,Raw Materials,Delivered,1404,34.85,30.5,78.0,Yes,False,True,False,,42822.0,6107.400000000002,12.48,5.56,10.0,
PO-00230,Gamma_Co,2022-08-14,2022-08-28,Electronics,Delivered,1713,35.43,34.11,74.0,Yes,False,False,False,14.0,58430.43,2261.1600000000003,3.73,4.32,11.0,0.0
PO-00231,Gamma_Co,2022-01-08,2022-01-13,Electronics,Delivered,1579,43.96,43.41,74.0,Yes,False,False,False,5.0,68544.39,868.4500000000068,1.25,4.69,11.0,1.0
PO-00232,Gamma_Co,2022-03-14,2022-03-26,Electronics,Delivered,1421,11.92,11.72,76.0,Yes,False,False,False,12.0,16654.120000000003,284.19999999999897,1.68,5.35,11.0,0.0
PO-00233,Epsilon_Group,2023-12-26,2024-01-04,MRO,Delivered,1546,43.47,37.37,53.0,Yes,False,False,False,9.0,57774.02,9430.600000000002,14.03,3.43,12.0,1.0
PO-00234,Delta_Logistics,2023-10-09,2023-10-18,Electronics,Delivered,1304,32.08,29.36,,Yes,False,False,False,9.0,38285.44,3546.8799999999983,8.48,,11.0,1.0
PO-00235,Delta_Logistics,2022-03-02,,Raw Materials,Delivered,239,39.87,35.47,32.0,Yes,False,True,False,,8477.33,1051.5999999999997,11.04,13.39,10.0,
PO-00236,Alpha_Inc,2022-08-23,,Office Supplies,Delivered,1298,21.51,20.83,,Yes,False,True,False,,27037.339999999997,882.6400000000042,3.16,,10.0,
PO-00237,Delta_Logistics,2022-03-11,,MRO,Delivered,1458,91.05,81.56,220.0,Yes,False,True,False,,118914.48000000001,13836.419999999993,10.42,15.09,12.0,
PO-00238,Gamma_Co,2022-02-02,2022-02-13,MRO,Delivered,1450,63.74,59.11,71.0,Yes,False,False,False,11.0,85709.5,6713.500000000004,7.26,4.9,12.0,1.0
PO-00239,Beta_Supplies,2022-12-05,2022-12-20,Electronics,Delivered,1356,75.03,63.86,131.0,Yes,False,False,False,15.0,86594.16,15146.520000000002,14.89,9.66,11.0,0.0
PO-00240,Gamma_Co,2022-03-14,,Packaging,Delivered,682,81.84,71.86,40.0,Yes,False,True,False,,49008.52,6806.360000000002,12.19,5.87,11.0,
PO-00241,Gamma_Co,2023-06-11,2023-06-19,Packaging,Delivered,677,59.52,55.29,39.0,Yes,False,False,False,8.0,37431.33,2863.7100000000028,7.11,5.76,11.0,1.0
PO-00242,Delta_Logistics,2022-09-01,2022-09-14,Office Supplies,Delivered,1022,18.54,16.55,150.0,Yes,False,False,False,13.0,16914.100000000002,2033.7799999999984,10.73,14.68,10.0,0.0
PO-00243,Alpha_Inc,2022-10-13,,Raw Materials,Delivered,1818,60.96,57.13,41.0,Yes,False,True,False,,103862.34000000001,6962.939999999997,6.28,2.26,10.0,
PO-00244,Epsilon_Group,2023-11-17,2023-11-29,Electronics,Delivered,1332,69.73,63.8,41.0,Yes,False,False,False,12.0,84981.59999999999,7898.760000000009,8.5,3.08,11.0,0.0
PO-00245,Beta_Supplies,2023-05-13,2023-05-26,Raw Materials,Delivered,1432,83.26,77.67,174.0,Yes,False,False,False,13.0,111223.44,8004.880000000005,6.71,12.15,10.0,0.0
PO-00246,Beta_Supplies,2022-08-08,2022-08-26,Packaging,Pending,759,50.56,46.47,63.0,No,False,False,True,18.0,35270.729999999996,3104.3100000000027,8.09,8.3,11.0,0.0
PO-00247,Alpha_Inc,2023-07-07,2023-07-19,Packaging,Delivered,1529,23.42,22.44,30.0,Yes,False,False,False,12.0,34310.76,1498.4200000000008,4.18,1.96,11.0,0.0
PO-00248,Gamma_Co,2022-05-16,2022-05-25,Electronics,Delivered,1484,36.25,31.8,61.0,Yes,False,False,False,9.0,47191.200000000004,6603.799999999999,12.28,4.11,11.0,1.0
PO-00249,Epsilon_Group,2023-08-08,2023-08-20,Packaging,Delivered,698,46.73,45.61,15.0,Yes,False,False,False,12.0,31835.78,781.7599999999982,2.4,2.15,11.0,0.0
PO-00250,Epsilon_Group,2023-08-14,2023-08-22,Packaging,Pending,367,74.61,71.36,13.0,Yes,False,False,True,8.0,26189.12,1192.75,4.36,3.54,11.0,1.0
PO-00251,Epsilon_Group,2023-04-30,2023-05-20,Office Supplies,Partially Delivered,1750,65.97,58.34,50.0,Yes,False,False,True,20.0,102095.0,13352.499999999993,11.57,2.86,10.0,0.0
PO-00252,Delta_Logistics,2022-09-06,2022-09-24,Office Supplies,Partially Delivered,1298,43.73,37.21,,No,False,False,True,18.0,48298.58,8462.959999999995,14.91,,10.0,0.0
PO-00253,Gamma_Co,2023-04-30,2023-05-20,Packaging,Delivered,1892,106.2,96.37,93.0,Yes,False,False,False,20.0,182332.04,18598.359999999997,9.26,4.92,11.0,0.0
PO-00254,Beta_Supplies,2023-02-21,2023-02-24,Electronics,Delivered,1307,68.71,60.64,141.0,Yes,False,False,False,3.0,79256.48,10547.48999999999,11.75,10.79,11.0,1.0
PO-00255,Beta_Supplies,2022-07-14,2022-07-29,Electronics,Delivered,733,32.29,29.01,78.0,Yes,False,False,False,15.0,21264.33,2404.2399999999984,10.16,10.64,11.0,0.0
PO-00256,Gamma_Co,2022-04-07,,Packaging,Delivered,713,19.45,18.82,31.0,Yes,False,True,False,,13418.66,449.1899999999993,3.24,4.35,11.0,
PO-00257,Beta_Supplies,2022-04-10,2022-04-24,Packaging,Delivered,1900,24.11,23.45,188.0,Yes,False,False,False,14.0,44555.0,1254.0000000000002,2.74,9.89,11.0,0.0
PO-00258,Delta_Logistics,2023-11-06,2023-11-08,MRO,Cancelled,1447,35.67,35.07,224.0,No,False,False,True,2.0,50746.29,868.2000000000021,1.68,15.48,12.0,1.0
PO-00259,Epsilon_Group,2023-03-18,,Office Supplies,Delivered,1745,26.17,22.25,55.0,Yes,False,True,False,,38826.25,6840.400000000003,14.98,3.15,10.0,
PO-00260,Beta_Supplies,2022-12-29,2023-01-14,Office Supplies,Delivered,1681,28.26,26.62,143.0,Yes,False,False,False,16.0,44748.22,2756.840000000001,5.8,8.51,10.0,0.0
PO-00261,Delta_Logistics,2023-03-10,2023-03-18,Electronics,Delivered,1545,38.15,36.96,214.0,Yes,False,False,False,8.0,57103.200000000004,1838.5499999999965,3.12,13.85,11.0,1.0
PO-00262,Epsilon_Group,2023-02-25,2023-03-02,Raw Materials,Delivered,1306,27.27,25.96,39.0,Yes,False,False,False,5.0,33903.76,1710.8599999999983,4.8,2.99,10.0,1.0
PO-00263,Gamma_Co,2023-04-24,2023-05-06,Raw Materials,Delivered,1765,97.51,84.3,65.0,Yes,False,False,False,12.0,148789.5,23315.650000000012,13.55,3.68,10.0,0.0
PO-00264,Gamma_Co,2022-02-25,2022-03-15,Packaging,Cancelled,1186,17.31,16.0,64.0,Yes,False,False,True,18.0,18976.0,1553.6599999999985,7.57,5.4,11.0,0.0
PO-00265,Delta_Logistics,2023-11-21,2023-11-26,Packaging,Delivered,1903,63.5,56.09,254.0,Yes,False,False,False,5.0,106739.27,14101.229999999994,11.67,13.35,11.0,1.0
PO-00266,Delta_Logistics,2023-11-01,2023-11-05,MRO,Delivered,1570,52.1,47.87,,No,False,False,False,4.0,75155.9,6641.100000000006,8.12,,12.0,1.0
PO-00267,Delta_Logistics,2023-10-24,2023-11-13,MRO,Delivered,491,108.75,93.35,,No,False,False,False,20.0,45834.85,7561.400000000002,14.16,,12.0,0.0
PO-00268,Beta_Supplies,2022-04-11,2022-04-20,Electronics,Partially Delivered,613,20.38,20.17,58.0,Yes,False,False,True,9.0,12364.210000000001,128.72999999999834,1.03,9.46,11.0,1.0
PO-00269,Gamma_Co,2022-03-04,2022-03-16,Raw Materials,Partially Delivered,1341,46.27,43.94,63.0,Yes,False,False,True,12.0,58923.53999999999,3124.530000000007,5.04,4.7,10.0,0.0
PO-00270,Beta_Supplies,2023-02-17,2023-03-04,MRO,Partially Delivered,1583,103.57,89.38,164.0,Yes,False,False,True,15.0,141488.53999999998,22462.769999999997,13.7,10.36,12.0,0.0
PO-00271,Beta_Supplies,2022-12-14,,Raw Materials,Cancelled,1880,92.73,90.78,173.0,Yes,False,False,False,,170666.4,3666.0000000000055,2.1,9.2,10.0,
PO-00272,Epsilon_Group,2022-04-22,2022-04-26,MRO,Delivered,1459,84.79,82.72,47.0,Yes,False,False,False,4.0,120688.48,3020.1300000000106,2.44,3.22,12.0,1.0
PO-00273,Delta_Logistics,2022-09-12,,Office Supplies,Delivered,1460,34.54,31.87,208.0,No,False,True,False,,46530.200000000004,3898.199999999997,7.73,14.25,10.0,
PO-00274,Beta_Supplies,2022-07-16,2022-07-28,Packaging,Partially Delivered,1186,26.14,24.78,112.0,Yes,False,False,True,12.0,29389.08,1612.9599999999994,5.2,9.44,11.0,0.0
PO-00275,Epsilon_Group,2022-07-14,2022-07-23,MRO,Pending,1686,72.28,65.21,53.0,Yes,False,False,True,9.0,109944.05999999998,11920.020000000013,9.78,3.14,12.0,1.0
PO-00276,Alpha_Inc,2023-07-04,2023-07-08,MRO,Delivered,1698,102.07,100.69,28.0,Yes,False,False,False,4.0,170971.62,2343.2399999999925,1.35,1.65,12.0,1.0
PO-00277,Epsilon_Group,2023-04-05,,Electronics,Delivered,1001,64.62,55.7,32.0,Yes,False,True,False,,55755.700000000004,8928.920000000002,13.8,3.2,11.0,
PO-00278,Alpha_Inc,2022-05-24,2022-05-27,Office Supplies,Delivered,1154,62.67,54.11,25.0,Yes,False,False,False,3.0,62442.94,9878.240000000003,13.66,2.17,10.0,1.0
PO-00279,Alpha_Inc,2023-03-09,2023-03-29,Packaging,Cancelled,748,37.66,32.71,,No,False,False,True,20.0,24467.08,3702.5999999999967,13.14,,11.0,0.0
PO-00280,Alpha_Inc,2022-07-07,,Office Supplies,Delivered,162,81.63,78.76,2.0,Yes,False,True,False,,12759.12,464.93999999999846,3.52,1.23,10.0,
PO-00281,Alpha_Inc,2022-10-13,2022-10-24,Packaging,Delivered,51,28.04,24.13,0.0,Yes,False,False,False,11.0,1230.6299999999999,199.41,13.94,0.0,11.0,1.0
PO-00282,Delta_Logistics,2023-04-19,2023-04-24,Office Supplies,Delivered,691,42.07,39.1,106.0,Yes,False,False,False,5.0,27018.100000000002,2052.269999999999,7.06,15.34,10.0,1.0
PO-00283,Beta_Supplies,2022-09-13,2022-09-20,Office Supplies,Delivered,269,50.22,45.75,32.0,No,False,False,False,7.0,12306.75,1202.4299999999996,8.9,11.9,10.0,1.0
PO-00284,Beta_Supplies,2022-03-19,2022-04-06,Electronics,Pending,1639,56.24,55.4,147.0,Yes,False,False,True,18.0,90800.59999999999,1376.7600000000057,1.49,8.97,11.0,0.0
PO-00285,Alpha_Inc,2023-03-30,2023-04-06,Raw Materials,Delivered,904,34.04,30.06,26.0,Yes,False,False,False,7.0,27174.239999999998,3597.9200000000005,11.69,2.88,10.0,1.0
PO-00286,Beta_Supplies,2023-07-18,2023-07-26,Office Supplies,Delivered,1809,22.17,19.65,,Yes,False,False,False,8.0,35546.85,4558.680000000006,11.37,,10.0,1.0
PO-00287,Alpha_Inc,2022-04-11,2022-04-16,Packaging,Delivered,1298,65.93,58.95,,Yes,False,False,False,5.0,76517.1,9060.040000000005,10.59,,11.0,1.0
PO-00288,Beta_Supplies,2022-02-21,2022-03-13,Packaging,Delivered,434,36.16,34.79,41.0,Yes,False,False,False,20.0,15098.859999999999,594.5799999999989,3.79,9.45,11.0,0.0
PO-00289,Epsilon_Group,2023-10-30,2023-11-04,Electronics,Delivered,1476,68.85,65.28,43.0,Yes,False,False,False,5.0,96353.28,5269.31999999999,5.19,2.91,11.0,1.0
